title,company,location,apply_link
Data Analyst,Wiley,Pune/Pimpri-Chinchwad Area,https://in.linkedin.com/jobs/view/data-analyst-at-wiley-4381748256?position=27&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=SRSxaPFH3%2F3gY7r0JgcZfg%3D%3D
Data Analyst,Midtown Software,"Chandigarh, India",https://in.linkedin.com/jobs/view/data-analyst-at-midtown-software-4372509916?position=28&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=fSDICYJUqtMP0sp%2BT0N7%2Bw%3D%3D
Data Analyst,Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4405077501?position=29&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=zu3yenpPwwobqQTauN5zkA%3D%3D
Data Logger,SLB,"Navi Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-logger-at-slb-4401622282?position=30&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=AhTBPh55OifkWlNZfC%2BAlA%3D%3D
Data Analyst,Citi,"Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-citi-4398192348?position=31&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=Rmo6ybovJb7n0Y1q%2B2Tejg%3D%3D
Data Analyst,Virtusa,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-virtusa-4399532783?position=32&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=5hGEQ8Bm8tGQiiQTykExRg%3D%3D
Consultant,Infosys,"Bangalore Urban, Karnataka, India",https://in.linkedin.com/jobs/view/consultant-at-infosys-4392197582?position=33&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=KZCB%2B6b70ZXyZiYGDAedTw%3D%3D
DGM Data Analyst,airtel,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/dgm-data-analyst-at-airtel-4402438355?position=34&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=hnuICVLlU1U4HW8Cz233IQ%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397274564?position=35&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=SmRL7AxhCdFLzGh27Qs7Og%3D%3D
"Data Analysts, ETL, SQL, Informatica",Infosys,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analysts-etl-sql-informatica-at-infosys-4397228196?position=36&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=9nAJp9dEtyg%2FBnXY7Z099g%3D%3D
Associate Data Insight Analyst [T500-24881],Albertsons Companies India,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-data-insight-analyst-t500-24881-at-albertsons-companies-india-4394649006?position=37&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=9rxscn5log63zO3ROKiaZg%3D%3D
Data Analyst,Randstad Enterprise,India,https://in.linkedin.com/jobs/view/data-analyst-at-randstad-enterprise-4380251175?position=38&pageNum=0&refId=0yOcoASYbtuxYa29uEDxnQ%3D%3D&trackingId=ApuTJyE2K8jflFc03kBzyw%3D%3D
Data Analyst,Worldpay,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-at-worldpay-4395396958?position=1&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=uMKyJmNLntyXMBHzNsPbyQ%3D%3D
Business Data Analyst,Genpact,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-data-analyst-at-genpact-4399632351?position=2&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=sf5HKoWpQ0F%2FlLJWpRYy2A%3D%3D
Data Analyst 2,Golden Technology,"Blue Ash, OH",https://www.linkedin.com/jobs/view/data-analyst-2-at-golden-technology-4397259995?position=3&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=3EytMx94RROUynnb9gNe%2Bg%3D%3D
"Data Analyst (Advance Excel, VBA, Smartsheet)",Genpact,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-advance-excel-vba-smartsheet-at-genpact-4390166499?position=4&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=Ju2S7a%2FBmxMBdCv32mbMJg%3D%3D
Data Analyst (Power BI/SQL/Python),TEKsystems,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-power-bi-sql-python-at-teksystems-4405215659?position=5&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=DML92rt%2BvEcHbvBvj95ZxQ%3D%3D
Analyst Level 2,Kforce Inc,"Cincinnati, OH",https://www.linkedin.com/jobs/view/analyst-level-2-at-kforce-inc-4401314897?position=6&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=oW4LwvGMG1uhiHN98qVKwQ%3D%3D
Data Analyst,"VEGA Americas, Inc.","Mason, OH",https://www.linkedin.com/jobs/view/data-analyst-at-vega-americas-inc-4404505327?position=7&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=D9nIN3usDgy78LTb%2FVv%2BTg%3D%3D
Analyst- AI Enabled Shopping,Golden Technology,"Blue Ash, OH",https://www.linkedin.com/jobs/view/analyst-ai-enabled-shopping-at-golden-technology-4404436459?position=8&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=xruZMadZ7kD9x41tYN6Iog%3D%3D
Junior Business Intelligence Analyst,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/junior-business-intelligence-analyst-at-medpace-4331596958?position=9&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=QDApYfZsRI1cmo27zaCafA%3D%3D
Data Standard Analyst - Biostatistics Team,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-standard-analyst-biostatistics-team-at-medpace-4330528436?position=10&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=PkWoBQgikef9ePl1hQPZUQ%3D%3D
Data Analyst II,Total Quality Logistics,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-ii-at-total-quality-logistics-4393871320?position=11&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=REqzcCQT9CPSEascDTJxpw%3D%3D
Data Analyst (Power BI/SQL/Python),Jobs via Dice,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-power-bi-sql-python-at-jobs-via-dice-4404297493?position=12&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=CwLsd88iIOQYz9nGAdQ87g%3D%3D
Product Analyst,Agility Partners,Cincinnati Metropolitan Area,https://www.linkedin.com/jobs/view/product-analyst-at-agility-partners-4400539341?position=13&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=NUZNG2so7JfFvk9nP6IZOQ%3D%3D
Product Analyst,Agility Partners,Cincinnati Metropolitan Area,https://www.linkedin.com/jobs/view/product-analyst-at-agility-partners-4397370077?position=14&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=ehwFbNgkA%2FvnCbJxcW58VA%3D%3D
Bioinformatics Analyst,Cincinnati Children's,"Cincinnati, OH",https://www.linkedin.com/jobs/view/bioinformatics-analyst-at-cincinnati-children-s-4365380119?position=15&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=0Skie19Hk9Z4wqsff4RuNg%3D%3D
Clinical Data Intern - Fall 2026,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/clinical-data-intern-fall-2026-at-medpace-4396316860?position=16&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=FnveSxr7W8t4IfFN4i2hEQ%3D%3D
Data Analyst,Kanz,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-at-kanz-4403852872?position=17&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=qPXB65OELIeWFLGaB08%2BiA%3D%3D
Business Intelligence Analyst,Pivotal Housing Partners,"Hamilton, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-pivotal-housing-partners-4406809372?position=18&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=TOYXCtFVU4a6Ty2uD%2B76Zw%3D%3D
Junior Data Engineer,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/junior-data-engineer-at-medpace-4354971289?position=19&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=YZkIPOOI%2FRI%2BKj%2FS0Ql5kw%3D%3D
Clinical Data Intern - Spring 2026,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/clinical-data-intern-spring-2026-at-medpace-4304570998?position=20&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=nNyjd4O6weM1A27BTKrPIg%3D%3D
Business Intelligence Analyst,Formica Group North America,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-formica-group-north-america-4379458159?position=21&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=U7aOJ%2B4BwfxXveRbAWoH%2Fw%3D%3D
Business Intelligence Analyst,American Modern Insurance Group,Cincinnati Metropolitan Area,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-american-modern-insurance-group-4387864188?position=22&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=C0HAL%2Bmp82OLzHaqxK1PlQ%3D%3D
Business Controls Data Associate,Fifth Third Bank,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-controls-data-associate-at-fifth-third-bank-4405364709?position=23&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=ewvF88lUvSICgEbzKViL4g%3D%3D
"Analyst, Business Intelligence",Acosta,"Cincinnati, OH",https://www.linkedin.com/jobs/view/analyst-business-intelligence-at-acosta-4399916480?position=24&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=XC%2Fqd%2BO3r9f974T3TbI87g%3D%3D
Safety Data Analyst,Rumpke Waste & Recycling,"Cincinnati, OH",https://www.linkedin.com/jobs/view/safety-data-analyst-at-rumpke-waste-recycling-4402275777?position=25&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=yQxe%2B5dta%2Bc%2F3MdJJ7Fwrg%3D%3D
Junior Data Engineer with python,The Value Maximizer,"Ohio, OH",https://www.linkedin.com/jobs/view/junior-data-engineer-with-python-at-the-value-maximizer-4398085939?position=26&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=IWGbaj4qTUuqlRAbZg8RMw%3D%3D
Investment Data & Operations Analyst,"Constellation Insurance, Inc.","Cincinnati, OH",https://www.linkedin.com/jobs/view/investment-data-operations-analyst-at-constellation-insurance-inc-4403125641?position=27&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=wK13FshJmiyOvW8ZwMlMIw%3D%3D
Business Intelligence and Visualization Specialist,FBT Gibbons,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-and-visualization-specialist-at-fbt-gibbons-4376827762?position=28&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=wNr1AgaezfT1Gxgt9CPwYg%3D%3D
Data Analyst - Specialty Equipment Services,Great American Insurance Group,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-analyst-specialty-equipment-services-at-great-american-insurance-group-4384879937?position=29&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=t24QmV9Ns0MvhVJf%2Bs0uTA%3D%3D
Business Intelligence Analyst - Data Engineering,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-data-engineering-at-medpace-4368261634?position=30&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=%2BYnwDVVpp1tcmpjwQPS5jA%3D%3D
Junior Data Engineer,Western & Southern Financial Group,"Cincinnati, OH",https://www.linkedin.com/jobs/view/junior-data-engineer-at-western-southern-financial-group-4398170878?position=31&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=0sj%2B6odKJeus2Iqhzcrf6g%3D%3D
Sr. Healthcare Compliance Analyst,Kroger,"Cincinnati, OH",https://www.linkedin.com/jobs/view/sr-healthcare-compliance-analyst-at-kroger-4398533586?position=32&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=PLC9Q0ZKycCxYr8JCJR1YQ%3D%3D
Manufacturing Inventory & Data Analyst,United Dairy Farmers,"Cincinnati, OH",https://www.linkedin.com/jobs/view/manufacturing-inventory-data-analyst-at-united-dairy-farmers-4396892535?position=33&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=8z0SdJk%2Br4HUqEJFyoNI5Q%3D%3D
Senior Analyst – AI Enabled Shopping (Agentic AI),Golden Technology,"Cincinnati, OH",https://www.linkedin.com/jobs/view/senior-analyst-%E2%80%93-ai-enabled-shopping-agentic-ai-at-golden-technology-4404289977?position=34&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=e2N3Qe5aY1UfIcLY%2BRjh6g%3D%3D
Data Developer / BI Analyst - Onsite,Mammotome,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-developer-bi-analyst-onsite-at-mammotome-4400454131?position=35&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=QaF3s4T44eVLsXNOh1EW%2Bw%3D%3D
Business Intelligence Analyst,Total Quality Logistics,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-total-quality-logistics-4401119573?position=36&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=qbuBfZFz0xYfrpC7nczuPg%3D%3D
Data Engineer-DataStage,Encore Talent Solutions,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-datastage-at-encore-talent-solutions-4398046269?position=37&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=N1X5Ibr3bCQ%2BKTLRh%2BRc2A%3D%3D
Data Engineer,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-at-medpace-4357652053?position=38&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=8LWFJPM9Wp3FZlGezNOGsA%3D%3D
Data Engineer,Encore Talent Solutions,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-at-encore-talent-solutions-4393566366?position=39&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=sn5Inm60onG1ddzYstD%2F%2BQ%3D%3D
Associate Data Scientist,Fifth Third Bank,"Cincinnati, OH",https://www.linkedin.com/jobs/view/associate-data-scientist-at-fifth-third-bank-4385677316?position=40&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=gH6hHsn5GdD1WWT4m3cZqg%3D%3D
"Lead Analyst, Insights & Analytics",Fifth Third Bank,"Cincinnati, OH",https://www.linkedin.com/jobs/view/lead-analyst-insights-analytics-at-fifth-third-bank-4399690373?position=41&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=ScWIIbpHXP1rMMQbokeGow%3D%3D
Category Insights Analyst,Perfetti Van Melle,Cincinnati Metropolitan Area,https://www.linkedin.com/jobs/view/category-insights-analyst-at-perfetti-van-melle-4383899466?position=42&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=uKaGCtomB1sxcV6as%2FaW1w%3D%3D
"Data Engineer - DataStage ETL III(no thrird party, only W2)",CBTS,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-datastage-etl-iii-no-thrird-party-only-w2-at-cbts-4381852280?position=43&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=mZ%2BuINM9TxSModyVIAIm7w%3D%3D
"Data Engineer III(no third party, only W2)",CBTS,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-iii-no-third-party-only-w2-at-cbts-4377249576?position=44&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=CwrRYQVHXyT1eyl9eQTztQ%3D%3D
Investigative Analyst,Total Quality Logistics,"Cincinnati, OH",https://www.linkedin.com/jobs/view/investigative-analyst-at-total-quality-logistics-4391885617?position=45&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=iGlqn8%2FhBSgAeXEKd4Syvg%3D%3D
Business Intelligence Analyst I,Western & Southern Financial Group,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-i-at-western-southern-financial-group-4394466686?position=46&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=nWR%2B2UvLaiiNuSHg7JLYsw%3D%3D
Clinical Data Analyst - MOB Lindner Research Admin - Full Time - Days - Hybrid,The Christ Hospital Health Network,"Cincinnati, OH",https://www.linkedin.com/jobs/view/clinical-data-analyst-mob-lindner-research-admin-full-time-days-hybrid-at-the-christ-hospital-health-network-4404469035?position=47&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=jjsT4lCfoZ3PLaE1FeVNsg%3D%3D
Data Engineer Level 2,Ascendum Solutions,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-level-2-at-ascendum-solutions-4403784076?position=48&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=ScEXbRSG23qRaLKA5R8aZA%3D%3D
Technical Analyst,Ascendum Solutions,"Cincinnati, OH",https://www.linkedin.com/jobs/view/technical-analyst-at-ascendum-solutions-4377274074?position=49&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=yg8N%2B41%2B3Qfod0187Cl5zQ%3D%3D
Business Systems Analyst - Imaging,Medpace,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-systems-analyst-imaging-at-medpace-4330616892?position=50&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=Kw%2BkPbeAEePjswt9dekiPQ%3D%3D
IT System Support & Data Analyst,Inhabit®,"Mason, OH",https://www.linkedin.com/jobs/view/it-system-support-data-analyst-at-inhabit%C2%AE-4402805439?position=51&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=zGyytYXJ3XoXrUiudjHflg%3D%3D
Data Modeler,Munich Re,Cincinnati Metropolitan Area,https://www.linkedin.com/jobs/view/data-modeler-at-munich-re-4382181324?position=52&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=lFjT9DdrIFIg2GViGZfNRA%3D%3D
Graduate Data Platform Engineer,Today Digital,"Manchester, IN",https://www.linkedin.com/jobs/view/graduate-data-platform-engineer-at-today-digital-4378450100?position=53&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=%2BxCwbJPycigPiqNouKPDJQ%3D%3D
Business Intelligence Analyst II,Cincinnati Children's Office of Academic Affairs and Career Development,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-ii-at-cincinnati-children-s-office-of-academic-affairs-and-career-development-4371412029?position=54&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=W7IgTpsAj8G%2FN%2FWycukpSQ%3D%3D
Business Intelligence Analyst II - HealthVine,Cincinnati Children's Office of Academic Affairs and Career Development,"Cincinnati, OH",https://www.linkedin.com/jobs/view/business-intelligence-analyst-ii-healthvine-at-cincinnati-children-s-office-of-academic-affairs-and-career-development-4367920433?position=55&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=9Q34%2Bly0s7x6zT4KivQjvQ%3D%3D
Data Engineer,Paychex,"Cincinnati, OH",https://www.linkedin.com/jobs/view/data-engineer-at-paychex-4400855876?position=56&pageNum=0&refId=uMxx0125UAWqJ4GyQtkb9g%3D%3D&trackingId=UcVrSRu6ikd%2Fk84t5xZDrg%3D%3D
Data Analyst,Aditya Birla Capital,"Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-aditya-birla-capital-4393216089?position=1&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=qiKGWJqLS11hkPO0FrO%2BpQ%3D%3D
Data Analyst (Stata) | Remote,Crossing Hurdles,India,https://in.linkedin.com/jobs/view/data-analyst-stata-remote-at-crossing-hurdles-4403960305?position=2&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=BeIAuzMF2KXZ78WaKJTD6w%3D%3D
Data Analyst,Larsen & Toubro,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-larsen-toubro-4402228798?position=3&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=U%2By49gCXhnFzTh%2BAN7insA%3D%3D
Data Analyst,PwC India,"Lucknow, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/data-analyst-at-pwc-india-4399154671?position=4&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=5J7vkCJL7RXNTVfb0lkICw%3D%3D
Data Analyst,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-infosys-4398766299?position=5&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=6VzSp4KNuFG5suOheNj9hw%3D%3D
Data Analyst,hackajob,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-hackajob-4380603565?position=6&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=dlTe16OhP5qPQEfJR%2BGnkw%3D%3D
Data Analyst,Persistent Systems,"Pune City, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-persistent-systems-4395024903?position=7&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=SnsUbjifLwaMYyU28BSw4A%3D%3D
Data Analyst,EXL,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-exl-4401605319?position=8&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Fwcwos1lNWz9Ox6NFd73QA%3D%3D
DATA ANALYST,Wipro,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-wipro-4395286966?position=9&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=%2FnFkwrzlVv14ZokRdHjo4w%3D%3D
Data Analysis,EXL,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analysis-at-exl-4342246167?position=10&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=DY3gPTPI35jurnrmwRle2g%3D%3D
Data Analyst,Deloitte,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-deloitte-4395604678?position=11&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=d2vI8p5VqiQnNB85UawBdg%3D%3D
Data Analyst,Renesas Electronics,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-renesas-electronics-4404699082?position=12&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=mcMaYDmBRCTMR5La8jUxpg%3D%3D
Analyst - T&S,Swiggy,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/analyst-t-s-at-swiggy-4404265677?position=13&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=LY62BRiBcoF6HyuieklJJQ%3D%3D
Data Analyst,HCLTech,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hcltech-4398219696?position=14&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Du258Eo8PZ497xky1FZIqQ%3D%3D
Senior Data Analyst,Capgemini,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/senior-data-analyst-at-capgemini-4400426797?position=15&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=W11dIya3S69iyY9vt3K1yA%3D%3D
Data Analyst – SQL/Power BI,Innover Digital,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-%E2%80%93-sql-power-bi-at-innover-digital-4395942366?position=16&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=thx7JrzXxOm5jHL4lnQb4g%3D%3D
Data Analyst - Python & Power BI,BNP Paribas,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-python-power-bi-at-bnp-paribas-4333323668?position=17&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=JRc2t14rY55m06m8EGmfvQ%3D%3D
Operations Data Analyst,Thiess,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/operations-data-analyst-at-thiess-4402948632?position=18&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=A40ib9iXiw0%2BwzoY323CIA%3D%3D
Urgent Hiring - Data Analytics & Data Modelling Professional,PwC,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/urgent-hiring-data-analytics-data-modelling-professional-at-pwc-4395959707?position=19&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Q4YFWqLpOeCdYdHq%2B81CfA%3D%3D
Reference Data Analyst,Deutsche Bank,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/reference-data-analyst-at-deutsche-bank-4401338438?position=20&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=ZAIJus0D3O76ooitUUwYOQ%3D%3D
Data Analyst,HexaHealth,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-hexahealth-4404563387?position=21&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=qg71MA%2BkehWOIevDB4pLrA%3D%3D
Data Analyst,FedEx,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/data-analyst-at-fedex-4371039081?position=22&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=Uxm8pANwc%2BK2zoVNYZJ4Fg%3D%3D
Data Analyst,super.money,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/data-analyst-at-super-money-4391816210?position=23&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=6rEszhwLS301SoKBJWVD9w%3D%3D
Data Analyst,Fusemachines,"Pune Division, Maharashtra, India",https://in.linkedin.com/jobs/view/data-analyst-at-fusemachines-4335416842?position=24&pageNum=0&refId=ztOzdw38ykoY8VmqBVfdFw%3D%3D&trackingId=bn8%2Ba4zvv1UbbipceJc3Kg%3D%3D
